code_muni;name_muni;uf;regiao;pop_central;casos_sinan;pessoa_ano;inc_sinan_bruta;inc_sinan_ebl;rme_sinan;examinados;positivos;posit_ebl;idhm;ivs;pct_agua_rede;pct_esgoto_adeq;cluster;p_lisa_aj;Gi_cluster;n_anos_AA;classe_persistencia;RR_anual;classe_tendencia
2900355;Adustina;BA;Bahia;14200,99999999999;6;125800,4165910702;4,7694595634796197;5,07119113619854645;1,6869354243994692;0;0;;0,546;;76,3779527559055;40,906472056846553;Não significativo;0,4479010600706714;Não significativo;0;Sem cluster relevante;9,66669011868554e-01;Estável
2917409;Jacaraci;BA;Bahia;14435,99999999999;7;118294,6572878758;5,9174270085293550;4,94002863982639351;2,0929661126435097;0;0;;0,593;;91,3910186199343;16,516976998904710;Não significativo;0,4984820359281438;Não significativo;0;Sem cluster relevante;1,01375079432705e+00;Estável
2921807;Mortugaba;BA;Bahia;11142,99999999999;5;93608,6926332652;5,3413842874493671;4,93578431284146379;1,8892225104127474;0;0;;0,618;;65,6860192658162;4,842488935173132;Não significativo;0,4567510067114094;Não significativo;0;Sem cluster relevante;8,46297426594790e-01;Estável
3157005;Salinas;MG;Norte de Minas;40178,00000000001;17;330896,9595261760;5,1375509839506979;4,85580972795839116;1,8171276292699854;0;0;;0,679;;91,7203867848509;73,562986838571049;Não significativo;0,4479010600706714;Não significativo;0;Sem cluster relevante;8,87946801642624e-01;Estável
2922409;Mutuípe;BA;Bahia;20036,99999999999;8;170560,4664841648;4,6904186913341599;4,80309178027118833;1,6589790395254713;0;0;;0,601;;54,9061662198392;46,943699731903486;Não significativo;0,2823087500000000;Não significativo;0;Sem cluster relevante;1,20467102978418e+00;Estável
2929602;Sapeaçu;BA;Bahia;17962,99999999999;7;143126,1470759276;4,8907904970616860;4,77426424525843007;1,7298496051805139;0;0;;0,614;;81,5007078810760;10,224948875255624;Não significativo;0,4248310810810811;Não significativo;0;Sem cluster relevante;1,35256799974978e+00;Estável
3157377;Santa Cruz de Salinas;MG;Norte de Minas;3910,00000000000;1;32199,9632032908;3,1055936110442532;4,73392194281001455;1,0984338595455216;0;0;;0,577;;51,7525773195876;34,158075601374570;Não significativo;0,4167033175355451;Não significativo;0;Sem cluster relevante;;Não estimável
3168002;Taiobeiras;MG;Norte de Minas;33050,00000000003;14;272733,3233655964;5,1332194494008103;4,68137514005731603;1,8155955858640267;0;0;;0,670;;78,1878622570747;60,441527446300711;Não significativo;0,4751247678018576;Não significativo;0;Sem cluster relevante;1,13107532445552e+00;Estável
2915403;Itaju do Colônia;BA;Bahia;6037,00000000000;3;50971,7047656911;5,8856183323483675;4,47829146130561107;2,0817155334240454;0;0;;0,592;;81,0541310541310;79,059829059829056;Não significativo;0,4866932668329177;Não significativo;0;Sem cluster relevante;;Não estimável
2911253;Gavião;BA;Bahia;4360,00000000000;3;35575,0004518753;8,4328881571155705;4,44726201529964005;2,9826728946745593;0;0;;0,599;;74,1566265060241;4,518072289156627;Não significativo;0,4887847826086957;Não significativo;0;Sem cluster relevante;;Não estimável
